primary_sentence,secondary_sentence,label
Becas por Vulnerabilidad por Situación Económica,Restricciones para Matriculación,0
Becas por Vulnerabilidad por Situación Económica,Cómo solucionar restricciones de matriculación,0
Becas por Vulnerabilidad por Situación Económica,¿Excepciones a restricciones de matriculación?,0
Becas por Vulnerabilidad por Situación Económica,Suficiencia en Inglés,0
Becas por Vulnerabilidad por Situación Económica,¿Cómo obtener la suficiencia en inglés?,0
Becas por Vulnerabilidad por Situación Económica,Proceso de inscripción en el inglés para niveles superiores,0
Becas por Vulnerabilidad por Situación Económica,Limitaciones por Suficiencia de Inglés,0
Becas por Vulnerabilidad por Situación Económica,Suficiencia de inglés y límites de créditos,0
Becas por Vulnerabilidad por Situación Económica,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Becas por Vulnerabilidad por Situación Económica,Hola,0
Becas por Vulnerabilidad por Situación Económica,Hola pantera,0
Becas por Vulnerabilidad por Situación Económica,Necesito ayuda,0
Becas por Vulnerabilidad por Situación Económica,Gracias,0
Becas por Vulnerabilidad por Situación Económica,Muchas gracias,0
Becas por Vulnerabilidad por Situación Económica,Te agradezco mucho,0
¿Puedo pedir una beca por vulnerabilidad económica?,Actualización de Datos Socioeconómicos,0
¿Puedo pedir una beca por vulnerabilidad económica?,Quiero actualizar mis datos socioeconómicos,0
¿Puedo pedir una beca por vulnerabilidad económica?,Mi información socioeconómica es incorrecta,0
¿Puedo pedir una beca por vulnerabilidad económica?,Proceso de Reingreso a Pregrado,0
¿Puedo pedir una beca por vulnerabilidad económica?,Necesito regresar a mi carrera,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Qué debo hacer para regresar a mi carrera?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Datos Socioeconómicos para el Reingreso a Pregrado,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Qué requisitos necesito para regresar a mi carrera?,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo se si puedo volver a mi carrera?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Cómo Seleccionar el Número de Partes para el Pago,0
¿Puedo pedir una beca por vulnerabilidad económica?,Quiero saber cómo dividir el pago de la matrícula,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo elijo las cuotas para la matrícula?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Fechas de Pago y Consecuencias de Retrasos,0
¿Puedo pedir una beca por vulnerabilidad económica?,Información sobre fechas de pago y penalizaciones por retraso,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Qué sucede si no cumplo con la fecha de pago de una cuota?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Política de Recargos por Retraso en el Pago de Cuotas,0
¿Puedo pedir una beca por vulnerabilidad económica?,Información sobre recargos por retraso en pagos,0
¿Puedo pedir una beca por vulnerabilidad económica?,Necesito detalles sobre los recargos por retraso en los pagos,0
¿Puedo pedir una beca por vulnerabilidad económica?,Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,0
¿Puedo pedir una beca por vulnerabilidad económica?,Soluciones para dificultades económicas en el pago de cuotas,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo actuar si no pago la cuota a tiempo?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Facturación y Pagos en el Sistema SAEw,0
¿Puedo pedir una beca por vulnerabilidad económica?,Información sobre la facturación en el sistema SAEw,0
¿Puedo pedir una beca por vulnerabilidad económica?,Detalles sobre el proceso de facturación en el sistema SAEw,0
¿Puedo pedir una beca por vulnerabilidad económica?,Calendario Académico e Inicio de Clases,0
¿Puedo pedir una beca por vulnerabilidad económica?,Inicio de clases para el nuevo periodo académico,0
¿Puedo pedir una beca por vulnerabilidad económica?,Cronograma actividades académicas,0
¿Puedo pedir una beca por vulnerabilidad económica?,Aportes Voluntarios,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo hacer aportes voluntarios?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Aportes a la FEPON,0
¿Puedo pedir una beca por vulnerabilidad económica?,Pérdida de la Gratuidad,0
¿Puedo pedir una beca por vulnerabilidad económica?,Pérdida de gratuidad por cambio de carrera,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Bajo qué circunstancias se puede perder la gratuidad?,0
¿Puedo pedir una beca por vulnerabilidad económica?,"Retiro Voluntario de una, varias o todas las Asignaturas",0
¿Puedo pedir una beca por vulnerabilidad económica?,Formulario para el retiro voluntario de asignaturas,0
¿Puedo pedir una beca por vulnerabilidad económica?,Proceso retirar todas las asignaturas,0
¿Puedo pedir una beca por vulnerabilidad económica?,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo retirar asignaturas por caso fortuito?,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Solicitar retiro por fuerza mayor durante el semestre?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿Puedo pedir una beca por vulnerabilidad económica?,Formulario para retiro extemporáneo en la EPN,0
¿Puedo pedir una beca por vulnerabilidad económica?,Plazo para el retiro extemporáneo de asignaturas,0
¿Puedo pedir una beca por vulnerabilidad económica?,Concesión de Tercera Matrícula para Tercer Nivel,0
¿Puedo pedir una beca por vulnerabilidad económica?,Condiciones para obtener una tercera matrícula,0
¿Puedo pedir una beca por vulnerabilidad económica?,Formulario y requisitos tercera matrícula,0
¿Puedo pedir una beca por vulnerabilidad económica?,Asignaturas que No Otorgan Créditos,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cuáles son asignaturas sin créditos?,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Deportes y Clubes otorgan créditos?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Prácticas Preprofesionales,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo son prácticas preprofesionales?,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo aprobar prácticas preprofesionales?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Inscripciones en Otras Unidades Académicas,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo inscribirme en asignaturas de otras unidades?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Restricciones para inscripción en otras unidades,0
¿Puedo pedir una beca por vulnerabilidad económica?,Mallas Curriculares,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Dónde ver mallas curriculares de mi carrera?,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo consultar mallas curriculares?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Honestidad Académica y Código de Ética,0
¿Puedo pedir una beca por vulnerabilidad económica?,Reglamento de disciplina y sanciones,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Puedo solicitar clarificaciones sobre código de ética?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Restricciones para Matriculación,0
¿Puedo pedir una beca por vulnerabilidad económica?,Cómo solucionar restricciones de matriculación,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Excepciones a restricciones de matriculación?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Suficiencia en Inglés,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo obtener la suficiencia en inglés?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Proceso de inscripción en el inglés para niveles superiores,0
¿Puedo pedir una beca por vulnerabilidad económica?,Limitaciones por Suficiencia de Inglés,0
¿Puedo pedir una beca por vulnerabilidad económica?,Suficiencia de inglés y límites de créditos,0
¿Puedo pedir una beca por vulnerabilidad económica?,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
¿Puedo pedir una beca por vulnerabilidad económica?,Hola,0
¿Puedo pedir una beca por vulnerabilidad económica?,Hola pantera,0
¿Puedo pedir una beca por vulnerabilidad económica?,Necesito ayuda,0
¿Puedo pedir una beca por vulnerabilidad económica?,Gracias,0
¿Puedo pedir una beca por vulnerabilidad económica?,Muchas gracias,0
¿Puedo pedir una beca por vulnerabilidad económica?,Te agradezco mucho,0
Procedimiento para una beca por vulnerabilidad económica,Actualización de Datos Socioeconómicos,0
Procedimiento para una beca por vulnerabilidad económica,Quiero actualizar mis datos socioeconómicos,0
Procedimiento para una beca por vulnerabilidad económica,Mi información socioeconómica es incorrecta,0
Procedimiento para una beca por vulnerabilidad económica,Proceso de Reingreso a Pregrado,0
Procedimiento para una beca por vulnerabilidad económica,Necesito regresar a mi carrera,0
Procedimiento para una beca por vulnerabilidad económica,¿Qué debo hacer para regresar a mi carrera?,0
Procedimiento para una beca por vulnerabilidad económica,Datos Socioeconómicos para el Reingreso a Pregrado,0
Procedimiento para una beca por vulnerabilidad económica,¿Qué requisitos necesito para regresar a mi carrera?,0
Procedimiento para una beca por vulnerabilidad económica,¿Cómo se si puedo volver a mi carrera?,0
Procedimiento para una beca por vulnerabilidad económica,Cómo Seleccionar el Número de Partes para el Pago,0
Procedimiento para una beca por vulnerabilidad económica,Quiero saber cómo dividir el pago de la matrícula,0
Procedimiento para una beca por vulnerabilidad económica,¿Cómo elijo las cuotas para la matrícula?,0
Procedimiento para una beca por vulnerabilidad económica,Fechas de Pago y Consecuencias de Retrasos,0
Procedimiento para una beca por vulnerabilidad económica,Información sobre fechas de pago y penalizaciones por retraso,0
Procedimiento para una beca por vulnerabilidad económica,¿Qué sucede si no cumplo con la fecha de pago de una cuota?,0
Procedimiento para una beca por vulnerabilidad económica,Política de Recargos por Retraso en el Pago de Cuotas,0
Procedimiento para una beca por vulnerabilidad económica,Información sobre recargos por retraso en pagos,0
Procedimiento para una beca por vulnerabilidad económica,Necesito detalles sobre los recargos por retraso en los pagos,0
Procedimiento para una beca por vulnerabilidad económica,Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,0
Procedimiento para una beca por vulnerabilidad económica,Soluciones para dificultades económicas en el pago de cuotas,0
Procedimiento para una beca por vulnerabilidad económica,¿Cómo actuar si no pago la cuota a tiempo?,0
Procedimiento para una beca por vulnerabilidad económica,Facturación y Pagos en el Sistema SAEw,0
Procedimiento para una beca por vulnerabilidad económica,Información sobre la facturación en el sistema SAEw,0
Procedimiento para una beca por vulnerabilidad económica,Detalles sobre el proceso de facturación en el sistema SAEw,0
Procedimiento para una beca por vulnerabilidad económica,Calendario Académico e Inicio de Clases,0
Procedimiento para una beca por vulnerabilidad económica,Inicio de clases para el nuevo periodo académico,0
Procedimiento para una beca por vulnerabilidad económica,Cronograma actividades académicas,0
Procedimiento para una beca por vulnerabilidad económica,Aportes Voluntarios,0
Procedimiento para una beca por vulnerabilidad económica,¿Cómo hacer aportes voluntarios?,0
Procedimiento para una beca por vulnerabilidad económica,Aportes a la FEPON,0
Procedimiento para una beca por vulnerabilidad económica,Pérdida de la Gratuidad,0
Procedimiento para una beca por vulnerabilidad económica,Pérdida de gratuidad por cambio de carrera,0
Procedimiento para una beca por vulnerabilidad económica,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Procedimiento para una beca por vulnerabilidad económica,"Retiro Voluntario de una, varias o todas las Asignaturas",0
